time,amplitude
0.0,0.0
0.004004004004004004,0.0032032032032032033
0.008008008008008008,0.006406406406406407
0.012012012012012012,0.00960960960960961
0.016016016016016016,0.012812812812812813
0.02002002002002002,0.016016016016016016
0.024024024024024024,0.01921921921921922
0.028028028028028028,0.02242242242242242
0.03203203203203203,0.025625625625625627
0.036036036036036036,0.02882882882882883
0.04004004004004004,0.03203203203203203
0.044044044044044044,0.03523523523523524
0.04804804804804805,0.03843843843843844
0.05205205205205205,0.04164164164164164
0.056056056056056056,0.04484484484484484
0.06006006006006006,0.04804804804804805
0.06406406406406406,0.051251251251251254
0.06806806806806806,0.054454454454454446
0.07207207207207207,0.05765765765765766
0.07607607607607608,0.060860860860860864
0.08008008008008008,0.06406406406406406
0.08408408408408408,0.06726726726726726
0.08808808808808809,0.07047047047047048
0.0920920920920921,0.07367367367367368
0.0960960960960961,0.07687687687687687
0.10010010010010009,0.08008008008008008
0.1041041041041041,0.08328328328328329
0.10810810810810811,0.08648648648648649
0.11211211211211211,0.08968968968968968
0.11611611611611611,0.09289289289289289
0.12012012012012012,0.0960960960960961
0.12412412412412413,0.0992992992992993
0.12812812812812813,0.10250250250250251
0.13213213213213212,0.1057057057057057
0.13613613613613612,0.10890890890890889
0.14014014014014015,0.11211211211211211
0.14414414414414414,0.11531531531531532
0.14814814814814814,0.11851851851851851
0.15215215215215216,0.12172172172172173
0.15615615615615616,0.12492492492492493
0.16016016016016016,0.12812812812812813
0.16416416416416416,0.13133133133133132
0.16816816816816815,0.1345345345345345
0.17217217217217218,0.13773773773773773
0.17617617617617617,0.14094094094094095
0.18018018018018017,0.14414414414414414
0.1841841841841842,0.14734734734734736
0.1881881881881882,0.15055055055055055
0.1921921921921922,0.15375375375375375
0.1961961961961962,0.15695695695695694
0.20020020020020018,0.16016016016016016
0.2042042042042042,0.16336336336336338
0.2082082082082082,0.16656656656656657
0.2122122122122122,0.16976976976976976
0.21621621621621623,0.17297297297297298
0.22022022022022023,0.17617617617617617
0.22422422422422422,0.17937937937937937
0.22822822822822822,0.1825825825825826
0.23223223223223222,0.18578578578578578
0.23623623623623624,0.188988988988989
0.24024024024024024,0.1921921921921922
0.24424424424424424,0.19539539539539538
0.24824824824824826,0.1985985985985986
0.25225225225225223,0.2018018018018018
0.25625625625625625,0.20500500500500501
0.2602602602602603,0.20820820820820823
0.26426426426426425,0.2114114114114114
0.2682682682682683,0.21461461461461462
0.27227227227227224,0.21781781781781778
0.27627627627627627,0.221021021021021
0.2802802802802803,0.22422422422422422
0.28428428428428426,0.22742742742742741
0.2882882882882883,0.23063063063063063
0.2922922922922923,0.23383383383383385
0.2962962962962963,0.23703703703703702
0.3003003003003003,0.24024024024024024
0.30430430430430433,0.24344344344344346
0.3083083083083083,0.24664664664664665
0.3123123123123123,0.24984984984984987
0.3163163163163163,0.25305305305305303
0.3203203203203203,0.25625625625625625
0.32432432432432434,0.2594594594594595
0.3283283283283283,0.26266266266266264
0.33233233233233234,0.26586586586586586
0.3363363363363363,0.269069069069069
0.34034034034034033,0.27227227227227224
0.34434434434434436,0.27547547547547546
0.3483483483483483,0.2786786786786787
0.35235235235235235,0.2818818818818819
0.3563563563563564,0.2850850850850851
0.36036036036036034,0.2882882882882883
0.36436436436436437,0.2914914914914915
0.3683683683683684,0.2946946946946947
0.37237237237237236,0.2978978978978979
0.3763763763763764,0.3011011011011011
0.38038038038038036,0.3043043043043043
0.3843843843843844,0.3075075075075075
0.3883883883883884,0.3107107107107107
0.3923923923923924,0.3139139139139139
0.3963963963963964,0.3171171171171171
0.40040040040040037,0.3203203203203203
0.4044044044044044,0.32352352352352354
0.4084084084084084,0.32672672672672676
0.4124124124124124,0.3299299299299299
0.4164164164164164,0.33313313313313314
0.42042042042042044,0.33633633633633636
0.4244244244244244,0.3395395395395395
0.42842842842842843,0.34274274274274275
0.43243243243243246,0.34594594594594597
0.4364364364364364,0.34914914914914913
0.44044044044044045,0.35235235235235235
0.4444444444444444,0.3555555555555555
0.44844844844844844,0.35875875875875873
0.45245245245245247,0.36196196196196195
0.45645645645645644,0.3651651651651652
0.46046046046046046,0.3683683683683684
0.46446446446446443,0.37157157157157156
0.46846846846846846,0.3747747747747748
0.4724724724724725,0.377977977977978
0.47647647647647645,0.38118118118118116
0.4804804804804805,0.3843843843843844
0.4844844844844845,0.3875875875875876
0.48848848848848847,0.39079079079079077
0.4924924924924925,0.393993993993994
0.4964964964964965,0.3971971971971972
0.5005005005005005,0.4004004004004004
0.5045045045045045,0.4036036036036036
0.5085085085085085,0.4068068068068068
0.5125125125125125,0.41001001001001003
0.5165165165165165,0.41321321321321325
0.5205205205205206,0.41641641641641647
0.5245245245245245,0.4196196196196196
0.5285285285285285,0.4228228228228228
0.5325325325325325,0.426026026026026
0.5365365365365365,0.42922922922922924
0.5405405405405406,0.43243243243243246
0.5445445445445445,0.43563563563563557
0.5485485485485485,0.4388388388388388
0.5525525525525525,0.442042042042042
0.5565565565565566,0.4452452452452452
0.5605605605605606,0.44844844844844844
0.5645645645645646,0.45165165165165166
0.5685685685685685,0.45485485485485483
0.5725725725725725,0.45805805805805805
0.5765765765765766,0.46126126126126127
0.5805805805805806,0.4644644644644645
0.5845845845845846,0.4676676676676677
0.5885885885885885,0.4708708708708708
0.5925925925925926,0.47407407407407404
0.5965965965965966,0.47727727727727726
0.6006006006006006,0.4804804804804805
0.6046046046046046,0.4836836836836837
0.6086086086086087,0.4868868868868869
0.6126126126126126,0.4900900900900901
0.6166166166166166,0.4932932932932933
0.6206206206206206,0.4964964964964965
0.6246246246246246,0.49969969969969974
0.6286286286286287,0.502902902902903
0.6326326326326326,0.5061061061061061
0.6366366366366366,0.5093093093093093
0.6406406406406406,0.5125125125125125
0.6446446446446447,0.5157157157157157
0.6486486486486487,0.518918918918919
0.6526526526526526,0.5221221221221221
0.6566566566566566,0.5253253253253253
0.6606606606606606,0.5285285285285285
0.6646646646646647,0.5317317317317317
0.6686686686686687,0.5349349349349349
0.6726726726726726,0.538138138138138
0.6766766766766766,0.5413413413413413
0.6806806806806807,0.5445445445445445
0.6846846846846847,0.5477477477477477
0.6886886886886887,0.5509509509509509
0.6926926926926927,0.5541541541541541
0.6966966966966966,0.5573573573573574
0.7007007007007007,0.5605605605605606
0.7047047047047047,0.5637637637637638
